feed_id,feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version,feed_ext_version
BKK,BKK Zrt.,http://www.bkk.hu,hu,20201109,20210101,L2703-20201109,643
