service_id,date,exception_type
C10761ASZLE-0021,20201219,1
C10761ASZLE-0021,20201224,1
C10764AVVMAA-071,20201108,1
C10764AVVMAA-071,20201115,1
C10764AVVMAA-071,20201122,1
C10764AVVMAA-071,20201129,1
C10764AVVMAA-071,20201206,1
C10764AVVMAA-071,20201213,1
C10764AVVMAA-071,20201220,1
C10764AVVMAA-071,20201225,1
C10764AVVMAA-071,20201226,1
C10764AVVMAA-071,20201227,1
C10780AHCLE-0021,20201109,1
C10780AHCLE-0021,20201110,1
C10780AHCLE-0021,20201111,1
C10780AHCLE-0021,20201112,1
C10780AHCLE-0021,20201116,1
C10780AHCLE-0021,20201117,1
C10780AHCLE-0021,20201118,1
C10780AHCLE-0021,20201119,1
C10780AHCLE-0021,20201123,1
C10780AHCLE-0021,20201124,1
C10780AHCLE-0021,20201125,1
C10780AHCLE-0021,20201126,1
C10780AHCLE-0021,20201130,1
C10780AHCLE-0021,20201201,1
C10780AHCLE-0021,20201202,1
C10780AHCLE-0021,20201203,1
C10780AHCLE-0021,20201207,1
C10780AHCLE-0021,20201208,1
C10780AHCLE-0021,20201209,1
C10780AHCLE-0021,20201210,1
C10780AHCLE-0021,20201211,1
C10780AHCLE-0021,20201214,1
C10780AHCLE-0021,20201215,1
C10780AHCLE-0021,20201216,1
C10780AHCLE-0021,20201217,1
C10780AHCLE-0021,20201221,1
C10780AHCLE-0021,20201222,1
C10781K1HPFS-0041,20201212,1
C10781K1HPFS-0041,20201223,1
C10785APPLE-0021,20201113,1
C10785APPLE-0021,20201120,1
C10785APPLE-0021,20201127,1
C10785APPLE-0021,20201204,1
C10785APPLE-0021,20201218,1
C10785APPLE-0021,20210101,1
C10840AVCIGy-041,20201108,1
C10840AVCIGy-041,20201109,1
C10840AVCIGy-041,20201110,1
C10840AVCIGy-041,20201111,1
C10840AVCIGy-041,20201112,1
C10840AVCIGy-041,20201115,1
C10840AVCIGy-041,20201116,1
C10840AVCIGy-041,20201117,1
C10840AVCIGy-041,20201118,1
C10840AVCIGy-041,20201119,1
C10840AVCIGy-041,20201122,1
C10840AVCIGy-041,20201123,1
C10840AVCIGy-041,20201124,1
C10840AVCIGy-041,20201125,1
C10840AVCIGy-041,20201126,1
C10840AVCIGy-041,20201129,1
C10840AVCIGy-041,20201130,1
C10840AVCIGy-041,20201201,1
C10840AVCIGy-041,20201202,1
C10840AVCIGy-041,20201203,1
C10840AVCIGy-041,20201206,1
C10840AVCIGy-041,20201207,1
C10840AVCIGy-041,20201208,1
C10840AVCIGy-041,20201209,1
C10840AVCIGy-041,20201210,1
C10840AVCIGy-041,20201213,1
C10840AVCIGy-041,20201214,1
C10840AVCIGy-041,20201215,1
C10840AVCIGy-041,20201216,1
C10840AVCIGy-041,20201217,1
C10840AVCIGy-041,20201220,1
C10840AVCIGy-041,20201221,1
C10840AVCIGy-041,20201225,1
C10840AVCIGy-041,20201226,1
C10870K1HPPJ-0021,20201212,1
C10884ASZKZ-0021,20201114,1
C10884ASZKZ-0021,20201121,1
C10884ASZKZ-0021,20201128,1
C10884ASZKZ-0021,20201205,1
C10884ASZKZ-0021,20201219,1
C10884ASZKZ-0021,20201224,1
C10885AVVKZ-0021,20201108,1
C10885AVVKZ-0021,20201115,1
C10885AVVKZ-0021,20201122,1
C10885AVVKZ-0021,20201129,1
C10885AVVKZ-0021,20201206,1
C10885AVVKZ-0021,20201213,1
C10885AVVKZ-0021,20201220,1
C10885AVVKZ-0021,20201225,1
C10885AVVKZ-0021,20201226,1
C10885AVVKZ-0021,20201227,1
C10898ASZKZ-0071,20201114,1
C10898ASZKZ-0071,20201121,1
C10898ASZKZ-0071,20201128,1
C10898ASZKZ-0071,20201205,1
C10898ASZKZ-0071,20201219,1
C10898ASZKZ-0071,20201224,1
C10898ASZKZ-0101,20201114,1
C10898ASZKZ-0101,20201121,1
C10898ASZKZ-0101,20201128,1
C10898ASZKZ-0101,20201205,1
C10898ASZKZ-0101,20201219,1
C10898ASZKZ-0101,20201224,1
C10903AHCMAA-061,20201116,1
C10903AHCMAA-061,20201117,1
C10903AHCMAA-061,20201118,1
C10903AHCMAA-061,20201119,1
C10903AHCMAA-061,20201123,1
C10903AHCMAA-061,20201124,1
C10903AHCMAA-061,20201125,1
C10903AHCMAA-061,20201126,1
C10903AHCMAA-061,20201130,1
C10903AHCMAA-061,20201201,1
C10903AHCMAA-061,20201202,1
C10903AHCMAA-061,20201203,1
C10903AHCMAA-061,20201207,1
C10903AHCMAA-061,20201208,1
C10903AHCMAA-061,20201209,1
C10903AHCMAA-061,20201210,1
C10903AHCMAA-061,20201211,1
C10903AHCMAA-061,20201214,1
C10903AHCMAA-061,20201215,1
C10903AHCMAA-061,20201216,1
C10903AHCMAA-061,20201217,1
C10903AHCMAA-061,20201221,1
C10903AHCMAA-061,20201222,1
C10905K1VVSZU-011,20201227,1
C10911AVVKZ-0071,20201108,1
C10911AVVKZ-0071,20201115,1
C10911AVVKZ-0071,20201122,1
C10911AVVKZ-0071,20201129,1
C10911AVVKZ-0071,20201206,1
C10911AVVKZ-0071,20201213,1
C10911AVVKZ-0071,20201220,1
C10911AVVKZ-0071,20201225,1
C10911AVVKZ-0071,20201226,1
C10911AVVKZ-0071,20201227,1
C10911AVVKZ-0101,20201108,1
C10911AVVKZ-0101,20201115,1
C10911AVVKZ-0101,20201122,1
C10911AVVKZ-0101,20201129,1
C10911AVVKZ-0101,20201206,1
C10911AVVKZ-0101,20201213,1
C10911AVVKZ-0101,20201220,1
C10911AVVKZ-0101,20201225,1
C10911AVVKZ-0101,20201226,1
C10911AVVKZ-0101,20201227,1
C10917K1VCIGy-031,20201211,1
C10917K1VCIGy-031,20201222,1
C10917K1VCIGy-031,20201227,1
C10919ASZKZ-0011,20201114,1
C10919ASZKZ-0011,20201121,1
C10919ASZKZ-0011,20201128,1
C10919ASZKZ-0011,20201205,1
C10919ASZKZ-0011,20201219,1
C10919ASZKZ-0011,20201224,1
C10922AVVKZ-0011,20201108,1
C10922AVVKZ-0011,20201115,1
C10922AVVKZ-0011,20201122,1
C10922AVVKZ-0011,20201129,1
C10922AVVKZ-0011,20201206,1
C10922AVVKZ-0011,20201213,1
C10922AVVKZ-0011,20201220,1
C10922AVVKZ-0011,20201225,1
C10922AVVKZ-0011,20201226,1
C10922AVVKZ-0011,20201227,1
C10958K1PPLE-0011,20201212,1
C10958K1PPLE-0011,20201223,1
C10959K1HCSZU-011,20201211,1
C10959K1HCSZU-011,20201222,1
C10982K1HCKZ-0011,20201228,1
C10982K1HCKZ-0011,20201229,1
C10982K1HCKZ-0011,20201230,1
C10985K1PPKZ-0011,20201212,1
C10985K1PPKZ-0011,20201231,1
C10994ASZKZ-0071,20201114,1
C10994ASZKZ-0071,20201121,1
C10994ASZKZ-0071,20201128,1
C10994ASZKZ-0071,20201205,1
C10994ASZKZ-0071,20201219,1
C10994ASZKZ-0071,20201224,1
C11002ASZMAA-021,20201114,1
C11002ASZMAA-021,20201121,1
C11002ASZMAA-021,20201128,1
C11002ASZMAA-021,20201205,1
C11002ASZMAA-021,20201219,1
C11002ASZMAA-021,20201224,1
C11006AVVMAA-021,20201108,1
C11006AVVMAA-021,20201115,1
C11006AVVMAA-021,20201122,1
C11006AVVMAA-021,20201129,1
C11006AVVMAA-021,20201206,1
C11006AVVMAA-021,20201213,1
C11006AVVMAA-021,20201220,1
C11006AVVMAA-021,20201225,1
C11006AVVMAA-021,20201226,1
C11006AVVMAA-021,20201227,1
C11012AHPMAA-101,20201109,1
C11012AHPMAA-101,20201110,1
C11012AHPMAA-101,20201111,1
C11012AHPMAA-101,20201112,1
C11012AHPMAA-101,20201113,1
C11012AHPMAA-101,20201116,1
C11012AHPMAA-101,20201117,1
C11012AHPMAA-101,20201118,1
C11012AHPMAA-101,20201119,1
C11012AHPMAA-101,20201120,1
C11012AHPMAA-101,20201123,1
C11012AHPMAA-101,20201124,1
C11012AHPMAA-101,20201125,1
C11012AHPMAA-101,20201126,1
C11012AHPMAA-101,20201127,1
C11012AHPMAA-101,20201130,1
C11012AHPMAA-101,20201201,1
C11012AHPMAA-101,20201202,1
C11012AHPMAA-101,20201203,1
C11012AHPMAA-101,20201204,1
C11012AHPMAA-101,20201207,1
C11012AHPMAA-101,20201208,1
C11012AHPMAA-101,20201209,1
C11012AHPMAA-101,20201210,1
C11012AHPMAA-101,20201211,1
C11012AHPMAA-101,20201214,1
C11012AHPMAA-101,20201215,1
C11012AHPMAA-101,20201216,1
C11012AHPMAA-101,20201217,1
C11012AHPMAA-101,20201218,1
C11012AHPMAA-101,20201221,1
C11012AHPMAA-101,20201222,1
C11012AHPMAA-101,20210101,1
C11030AVVKZ-0071,20201108,1
C11030AVVKZ-0071,20201115,1
C11030AVVKZ-0071,20201122,1
C11030AVVKZ-0071,20201129,1
C11030AVVKZ-0071,20201206,1
C11030AVVKZ-0071,20201213,1
C11030AVVKZ-0071,20201220,1
C11030AVVKZ-0071,20201225,1
C11030AVVKZ-0071,20201226,1
C11030AVVKZ-0071,20201227,1
C11063K1PPMAA-031,20201212,1
C11063K1PPMAA-031,20201223,1
C11137K1HPKM-0031,20201212,1
C11181ASZSzN-041,20201114,1
C11181ASZSzN-041,20201121,1
C11181ASZSzN-041,20201128,1
C11181ASZSzN-041,20201205,1
C11181ASZSzN-041,20201219,1
C11181ASZSzN-041,20201224,1
C11182AVVSzN-041,20201108,1
C11182AVVSzN-041,20201115,1
C11182AVVSzN-041,20201122,1
C11182AVVSzN-041,20201129,1
C11182AVVSzN-041,20201206,1
C11182AVVSzN-041,20201213,1
C11182AVVSzN-041,20201220,1
C11182AVVSzN-041,20201225,1
C11182AVVSzN-041,20201226,1
C11182AVVSzN-041,20201227,1
C11184RA1VVSzN-011,20201108,1
C11184RA1VVSzN-011,20201115,1
C11198AVVBYR-031,20201225,1
C11198AVVBYR-031,20201226,1
C11198AVVBYR-031,20201227,1
C11199RA1SZSzN-011,20201114,1
C11200ASZBYR-031,20201224,1
C11205ASZSzN-011,20201114,1
C11205ASZSzN-011,20201121,1
C11205ASZSzN-011,20201128,1
C11205ASZSzN-011,20201205,1
C11205ASZSzN-011,20201219,1
C11205ASZSzN-011,20201224,1
C11210K1HPSzN-041,20201212,1
C11210K1HPSzN-041,20201223,1
C11212ASZKMK-031,20201114,1
C11212ASZKMK-031,20201121,1
C11212ASZKMK-031,20201128,1
C11212ASZKMK-031,20201205,1
C11212ASZKMK-031,20201219,1
C11212ASZKMK-031,20201224,1
C11213APPIGy-011,20201113,1
C11213APPIGy-011,20201120,1
C11213APPIGy-011,20201127,1
C11213APPIGy-011,20201204,1
C11213APPIGy-011,20201218,1
C11213APPIGy-011,20201223,1
C11213APPIGy-011,20201231,1
C11213APPIGy-011,20210101,1
C11216ASZSzN-041,20201114,1
C11216ASZSzN-041,20201121,1
C11216ASZSzN-041,20201128,1
C11216ASZSzN-041,20201205,1
C11216ASZSzN-041,20201219,1
C11216ASZSzN-041,20201224,1
C11218AVVSzN-041,20201108,1
C11218AVVSzN-041,20201115,1
C11218AVVSzN-041,20201122,1
C11218AVVSzN-041,20201129,1
C11218AVVSzN-041,20201206,1
C11218AVVSzN-041,20201213,1
C11218AVVSzN-041,20201220,1
C11218AVVSzN-041,20201227,1
C11219ÜNVVSzN-031,20201225,1
C11219ÜNVVSzN-031,20201226,1
C11219ÜNVVSzN-031,20210101,1
C11254K1CSKMK-011,20201211,1
C11254K1PPKMK-011,20201212,1
C11275AHPBYR-031,20201109,1
C11275AHPBYR-031,20201110,1
C11275AHPBYR-031,20201111,1
C11275AHPBYR-031,20201112,1
C11275AHPBYR-031,20201113,1
C11275AHPBYR-031,20201116,1
C11275AHPBYR-031,20201117,1
C11275AHPBYR-031,20201118,1
C11275AHPBYR-031,20201119,1
C11275AHPBYR-031,20201120,1
C11275AHPBYR-031,20201123,1
C11275AHPBYR-031,20201124,1
C11275AHPBYR-031,20201125,1
C11275AHPBYR-031,20201126,1
C11275AHPBYR-031,20201127,1
C11275AHPBYR-031,20201130,1
C11275AHPBYR-031,20201201,1
C11275AHPBYR-031,20201202,1
C11275AHPBYR-031,20201203,1
C11275AHPBYR-031,20201204,1
C11275AHPBYR-031,20201207,1
C11275AHPBYR-031,20201208,1
C11275AHPBYR-031,20201209,1
C11275AHPBYR-031,20201210,1
C11275AHPBYR-031,20201211,1
C11275AHPBYR-031,20201212,1
C11275AHPBYR-031,20201214,1
C11275AHPBYR-031,20201215,1
C11275AHPBYR-031,20201216,1
C11275AHPBYR-031,20201217,1
C11275AHPBYR-031,20201218,1
C11275AHPBYR-031,20201221,1
C11275AHPBYR-031,20201222,1
C11275AHPBYR-031,20201223,1
C11275AHPBYR-031,20201228,1
C11275AHPBYR-031,20201229,1
C11275AHPBYR-031,20201230,1
C11275AHPBYR-031,20201231,1
C11277K1PPKZ-0071,20201212,1
C11277K1PPKZ-0101,20201212,1
C11279ASZKZ-0011,20201114,1
C11279ASZKZ-0011,20201121,1
C11279ASZKZ-0011,20201128,1
C11279ASZKZ-0011,20201205,1
C11279ASZKZ-0011,20201219,1
C11279ASZKZ-0011,20201224,1
C11283K1HCKZ-0011,20201228,1
C11283K1HCKZ-0011,20201229,1
C11283K1HCKZ-0011,20201230,1
C11287K1PPKZ-0011,20201212,1
C11287K1PPKZ-0011,20201231,1
C11306K1HPKM-0041,20201212,1
C11306K1HPKM-0041,20201228,1
C11306K1HPKM-0041,20201229,1
C11306K1HPKM-0041,20201230,1
C11306K1HPKM-0041,20201231,1
C11350AVVSzN-011,20201108,1
C11350AVVSzN-011,20201115,1
C11350AVVSzN-011,20201122,1
C11350AVVSzN-011,20201129,1
C11350AVVSzN-011,20201206,1
C11350AVVSzN-011,20201213,1
C11350AVVSzN-011,20201220,1
C11350AVVSzN-011,20201225,1
C11350AVVSzN-011,20201226,1
C11350AVVSzN-011,20201227,1
C11364K1HPSzN-011,20201212,1
C11364K1HPSzN-011,20201223,1
C11369K1HPBR-0011,20201212,1
C11369K1HPBR-0011,20201223,1
C11388ASZHK-0011,20201114,1
C11388ASZHK-0011,20201121,1
C11388ASZHK-0011,20201128,1
C11388ASZHK-0011,20201205,1
C11388ASZHK-0011,20201219,1
C11388ASZHK-0011,20201224,1
C11534K1PPBBB-011,20201212,1
C11534K1PPBBB-011,20201223,1
C12110R09SZKMK-011,20201114,1
C12110R09SZKMK-011,20201121,1
C12110R09SZKMK-011,20201128,1
C12120R09SZKMK-011,20201114,1
C12120R09SZKMK-011,20201121,1
C12120R09SZKMK-011,20201128,1
C12120R09SZKMK-011,20201205,1
C12120R09SZKMK-011,20201219,1
C12120R09SZKMK-011,20201224,1
C12268RK1PPMM-0031,20201212,1
C12544EVVHPYM-0021,20201228,1
C12544EVVHPYM-0021,20201229,1
C12544EVVHPYM-0021,20201230,1
C12544EVVHPYM-0021,20201231,1
C12574AHCIGy-011,20201109,1
C12574AHCIGy-011,20201110,1
C12574AHCIGy-011,20201111,1
C12574AHCIGy-011,20201112,1
C12574AHCIGy-011,20201116,1
C12574AHCIGy-011,20201117,1
C12574AHCIGy-011,20201118,1
C12574AHCIGy-011,20201119,1
C12574AHCIGy-011,20201123,1
C12574AHCIGy-011,20201124,1
C12574AHCIGy-011,20201125,1
C12574AHCIGy-011,20201126,1
C12574AHCIGy-011,20201130,1
C12574AHCIGy-011,20201201,1
C12574AHCIGy-011,20201202,1
C12574AHCIGy-011,20201203,1
C12574AHCIGy-011,20201207,1
C12574AHCIGy-011,20201208,1
C12574AHCIGy-011,20201209,1
C12574AHCIGy-011,20201210,1
C12574AHCIGy-011,20201211,1
C12574AHCIGy-011,20201214,1
C12574AHCIGy-011,20201215,1
C12574AHCIGy-011,20201216,1
C12574AHCIGy-011,20201217,1
C12574AHCIGy-011,20201221,1
C12574AHCIGy-011,20201222,1
C12575APPIGy-011,20201113,1
C12575APPIGy-011,20201120,1
C12575APPIGy-011,20201127,1
C12575APPIGy-011,20201204,1
C12575APPIGy-011,20201218,1
C12575APPIGy-011,20201223,1
C12575APPIGy-011,20210101,1
C12678K1HCIGy-011,20201228,1
C12678K1HCIGy-011,20201229,1
C12678K1HCIGy-011,20201230,1
C12679K1PPIGy-011,20201212,1
C12679K1PPIGy-011,20201231,1
C12680ASZIGy-011,20201114,1
C12680ASZIGy-011,20201121,1
C12680ASZIGy-011,20201128,1
C12680ASZIGy-011,20201205,1
C12680ASZIGy-011,20201219,1
C12680ASZIGy-011,20201224,1
C12681AVVIGy-011,20201108,1
C12681AVVIGy-011,20201115,1
C12681AVVIGy-011,20201122,1
C12681AVVIGy-011,20201129,1
C12681AVVIGy-011,20201206,1
C12681AVVIGy-011,20201213,1
C12681AVVIGy-011,20201220,1
C12681AVVIGy-011,20201225,1
C12681AVVIGy-011,20201226,1
C12681AVVIGy-011,20201227,1
C12692K1HCRG-0011,20201228,1
C12692K1HCRG-0011,20201229,1
C12692K1HCRG-0011,20201230,1
C12694K1PPRG-0011,20201212,1
C12694K1PPRG-0011,20201223,1
C12694K1PPRG-0011,20201231,1
C12695ASZRG-0011,20201114,1
C12695ASZRG-0011,20201121,1
C12695ASZRG-0011,20201128,1
C12695ASZRG-0011,20201205,1
C12695ASZRG-0011,20201219,1
C12695ASZRG-0011,20201224,1
C12697AVVRG-0011,20201108,1
C12697AVVRG-0011,20201115,1
C12697AVVRG-0011,20201122,1
C12697AVVRG-0011,20201129,1
C12697AVVRG-0011,20201206,1
C12697AVVRG-0011,20201213,1
C12697AVVRG-0011,20201220,1
C12697AVVRG-0011,20201225,1
C12697AVVRG-0011,20201226,1
C12697AVVRG-0011,20201227,1
C12727EVVHCSzL-011,20201228,1
C12727EVVHCSzL-011,20201229,1
C12727EVVHCSzL-011,20201230,1
C12728EVVPPSzL-011,20201231,1
C12731EVVHPKMK-031,20201228,1
C12731EVVHPKMK-031,20201229,1
C12731EVVHPKMK-031,20201230,1
C12731EVVHPKMK-031,20201231,1
C12736K1HPHB-0011,20201212,1
C12736K1HPHB-0011,20201223,1
C12736K1HPHB-0011,20201228,1
C12736K1HPHB-0011,20201229,1
C12736K1HPHB-0011,20201230,1
C12736K1HPHB-0011,20201231,1
C12737ASZYM-0011,20201114,1
C12737ASZYM-0011,20201121,1
C12737ASZYM-0011,20201128,1
C12737ASZYM-0011,20201205,1
C12737ASZYM-0011,20201219,1
C12737ASZYM-0011,20201224,1
C12739ÜNVVYM-0011,20201225,1
C12739ÜNVVYM-0011,20201226,1
C12739ÜNVVYM-0011,20210101,1
C12740AHPIGy-011,20201109,1
C12740AHPIGy-011,20201110,1
C12740AHPIGy-011,20201111,1
C12740AHPIGy-011,20201112,1
C12740AHPIGy-011,20201113,1
C12740AHPIGy-011,20201116,1
C12740AHPIGy-011,20201117,1
C12740AHPIGy-011,20201118,1
C12740AHPIGy-011,20201119,1
C12740AHPIGy-011,20201120,1
C12740AHPIGy-011,20201123,1
C12740AHPIGy-011,20201124,1
C12740AHPIGy-011,20201125,1
C12740AHPIGy-011,20201126,1
C12740AHPIGy-011,20201127,1
C12740AHPIGy-011,20201130,1
C12740AHPIGy-011,20201201,1
C12740AHPIGy-011,20201202,1
C12740AHPIGy-011,20201203,1
C12740AHPIGy-011,20201204,1
C12740AHPIGy-011,20201207,1
C12740AHPIGy-011,20201208,1
C12740AHPIGy-011,20201209,1
C12740AHPIGy-011,20201210,1
C12740AHPIGy-011,20201211,1
C12740AHPIGy-011,20201212,1
C12740AHPIGy-011,20201214,1
C12740AHPIGy-011,20201215,1
C12740AHPIGy-011,20201216,1
C12740AHPIGy-011,20201217,1
C12740AHPIGy-011,20201218,1
C12740AHPIGy-011,20201221,1
C12740AHPIGy-011,20201222,1
C12740AHPIGy-011,20201223,1
C12740AHPIGy-011,20201228,1
C12740AHPIGy-011,20201229,1
C12740AHPIGy-011,20201230,1
C12740AHPIGy-011,20201231,1
C12740AHPIGy-011,20210101,1
C12741ASZIGy-011,20201114,1
C12741ASZIGy-011,20201121,1
C12741ASZIGy-011,20201128,1
C12741ASZIGy-011,20201205,1
C12741ASZIGy-011,20201219,1
C12741ASZIGy-011,20201224,1
C12742AVVIGy-011,20201108,1
C12742AVVIGy-011,20201115,1
C12742AVVIGy-011,20201122,1
C12742AVVIGy-011,20201129,1
C12742AVVIGy-011,20201206,1
C12742AVVIGy-011,20201213,1
C12742AVVIGy-011,20201220,1
C12742AVVIGy-011,20201225,1
C12742AVVIGy-011,20201226,1
C12742AVVIGy-011,20201227,1
C12887AVVCsZ-071,20201108,1
C12887AVVCsZ-071,20201115,1
C12887AVVCsZ-071,20201122,1
C12887AVVCsZ-071,20201129,1
C12887AVVCsZ-071,20201206,1
C12887AVVCsZ-071,20201213,1
C12887AVVCsZ-071,20201220,1
C12887AVVCsZ-071,20201227,1
C12899ÜNVVCsZ-061,20201225,1
C12899ÜNVVCsZ-061,20201226,1
C12972ASZKZ-0071,20201114,1
C12972ASZKZ-0071,20201121,1
C12972ASZKZ-0071,20201128,1
C12972ASZKZ-0071,20201205,1
C12972ASZKZ-0071,20201219,1
C12972ASZKZ-0071,20201224,1
C12974AVVKZ-0071,20201108,1
C12974AVVKZ-0071,20201115,1
C12974AVVKZ-0071,20201122,1
C12974AVVKZ-0071,20201129,1
C12974AVVKZ-0071,20201206,1
C12974AVVKZ-0071,20201213,1
C12974AVVKZ-0071,20201220,1
C12974AVVKZ-0071,20201225,1
C12974AVVKZ-0071,20201226,1
C12974AVVKZ-0071,20201227,1
C12976K1VCIGy-021,20201211,1
C12976K1VCIGy-021,20201222,1
C12976K1VCIGy-021,20201227,1
C12977K1HPFS-0041,20201212,1
C12977K1HPFS-0041,20201223,1
C12982K1HCIGy-081,20201211,1
C12982K1HCIGy-081,20201222,1
C13045ASZSzN-031,20201114,1
C13045ASZSzN-031,20201121,1
C13045ASZSzN-031,20201128,1
C13045ASZSzN-031,20201205,1
C13045ASZSzN-031,20201219,1
C13045ASZSzN-031,20201224,1
C13052AVVSzN-031,20201108,1
C13052AVVSzN-031,20201115,1
C13052AVVSzN-031,20201122,1
C13052AVVSzN-031,20201129,1
C13052AVVSzN-031,20201206,1
C13052AVVSzN-031,20201213,1
C13052AVVSzN-031,20201220,1
C13052AVVSzN-031,20201225,1
C13052AVVSzN-031,20201226,1
C13052AVVSzN-031,20201227,1
C13062K1HPBR-0011,20201212,1
C13062K1HPBR-0011,20201223,1
C13072ASZYM-0031,20201114,1
C13072ASZYM-0031,20201121,1
C13072ASZYM-0031,20201128,1
C13072ASZYM-0031,20201205,1
C13072ASZYM-0031,20201219,1
C13072ASZYM-0031,20201224,1
C13074AVVYM-0031,20201108,1
C13074AVVYM-0031,20201115,1
C13074AVVYM-0031,20201122,1
C13074AVVYM-0031,20201129,1
C13074AVVYM-0031,20201206,1
C13074AVVYM-0031,20201213,1
C13074AVVYM-0031,20201220,1
C13074AVVYM-0031,20201225,1
C13074AVVYM-0031,20201226,1
C13074AVVYM-0031,20201227,1
C13076EVVHPYM-0011,20201228,1
C13076EVVHPYM-0011,20201229,1
C13076EVVHPYM-0011,20201230,1
C13076EVVHPYM-0011,20201231,1
C13082ASZBR-0021,20201114,1
C13082ASZBR-0021,20201121,1
C13082ASZBR-0021,20201128,1
C13082ASZBR-0021,20201205,1
C13082ASZBR-0021,20201219,1
C13082ASZBR-0021,20201224,1
C13083AVVBR-0021,20201108,1
C13083AVVBR-0021,20201115,1
C13083AVVBR-0021,20201122,1
C13083AVVBR-0021,20201129,1
C13083AVVBR-0021,20201206,1
C13083AVVBR-0021,20201213,1
C13083AVVBR-0021,20201220,1
C13083AVVBR-0021,20201227,1
C13110AHPKMK-011,20201109,1
C13110AHPKMK-011,20201110,1
C13110AHPKMK-011,20201111,1
C13110AHPKMK-011,20201112,1
C13110AHPKMK-011,20201113,1
C13110AHPKMK-011,20201116,1
C13110AHPKMK-011,20201117,1
C13110AHPKMK-011,20201118,1
C13110AHPKMK-011,20201119,1
C13110AHPKMK-011,20201120,1
C13110AHPKMK-011,20201123,1
C13110AHPKMK-011,20201124,1
C13110AHPKMK-011,20201125,1
C13110AHPKMK-011,20201126,1
C13110AHPKMK-011,20201127,1
C13110AHPKMK-011,20201130,1
C13110AHPKMK-011,20201201,1
C13110AHPKMK-011,20201202,1
C13110AHPKMK-011,20201203,1
C13110AHPKMK-011,20201204,1
C13110AHPKMK-011,20201207,1
C13110AHPKMK-011,20201208,1
C13110AHPKMK-011,20201209,1
C13110AHPKMK-011,20201210,1
C13110AHPKMK-011,20201211,1
C13110AHPKMK-011,20201214,1
C13110AHPKMK-011,20201215,1
C13110AHPKMK-011,20201216,1
C13110AHPKMK-011,20201217,1
C13110AHPKMK-011,20201218,1
C13110AHPKMK-011,20201221,1
C13110AHPKMK-011,20201222,1
C13110AHPKMK-011,20201223,1
C13110AHPKMK-011,20210101,1
C13111K1HPKMK-011,20201212,1
C13112K1HPBR-0011,20201212,1
C13112K1HPBR-0011,20201223,1
C13133ASZHB-0011,20201114,1
C13133ASZHB-0011,20201121,1
C13133ASZHB-0011,20201128,1
C13133ASZHB-0011,20201205,1
C13133ASZHB-0011,20201219,1
C13133ASZHB-0011,20201224,1
C13138ASZHB-0011,20201114,1
C13138ASZHB-0011,20201121,1
C13138ASZHB-0011,20201128,1
C13138ASZHB-0011,20201205,1
C13138ASZHB-0011,20201219,1
C13138ASZHB-0011,20201224,1
C13151AVVHB-0011,20201108,1
C13151AVVHB-0011,20201115,1
C13151AVVHB-0011,20201122,1
C13151AVVHB-0011,20201129,1
C13151AVVHB-0011,20201206,1
C13151AVVHB-0011,20201213,1
C13151AVVHB-0011,20201220,1
C13151AVVHB-0011,20201225,1
C13151AVVHB-0011,20201226,1
C13151AVVHB-0011,20201227,1
C13152AVVHB-0011,20201108,1
C13152AVVHB-0011,20201115,1
C13152AVVHB-0011,20201122,1
C13152AVVHB-0011,20201129,1
C13152AVVHB-0011,20201206,1
C13152AVVHB-0011,20201213,1
C13152AVVHB-0011,20201220,1
C13152AVVHB-0011,20201225,1
C13152AVVHB-0011,20201226,1
C13152AVVHB-0011,20201227,1
C13244RAAPPMAA-011,20201204,1
C13244RAAPPMAA-011,20201218,1
C13293R39PPKMK-011,20201113,1
C13293R39PPKMK-011,20201120,1
C13293R39PPKMK-011,20201127,1
C13520AHPYM-0011,20201109,1
C13520AHPYM-0011,20201110,1
C13520AHPYM-0011,20201111,1
C13520AHPYM-0011,20201112,1
C13520AHPYM-0011,20201113,1
C13520AHPYM-0011,20201116,1
C13520AHPYM-0011,20201117,1
C13520AHPYM-0011,20201118,1
C13520AHPYM-0011,20201119,1
C13520AHPYM-0011,20201120,1
C13520AHPYM-0011,20201123,1
C13520AHPYM-0011,20201124,1
C13520AHPYM-0011,20201125,1
C13520AHPYM-0011,20201126,1
C13520AHPYM-0011,20201127,1
C13520AHPYM-0011,20201130,1
C13520AHPYM-0011,20201201,1
C13520AHPYM-0011,20201202,1
C13520AHPYM-0011,20201203,1
C13520AHPYM-0011,20201204,1
C13520AHPYM-0011,20201207,1
C13520AHPYM-0011,20201208,1
C13520AHPYM-0011,20201209,1
C13520AHPYM-0011,20201210,1
C13520AHPYM-0011,20201211,1
C13520AHPYM-0011,20201214,1
C13520AHPYM-0011,20201215,1
C13520AHPYM-0011,20201216,1
C13520AHPYM-0011,20201217,1
C13520AHPYM-0011,20201218,1
C13520AHPYM-0011,20201221,1
C13520AHPYM-0011,20201222,1
C13521AHCRG-0011,20201109,1
C13521AHCRG-0011,20201110,1
C13521AHCRG-0011,20201111,1
C13521AHCRG-0011,20201112,1
C13521AHCRG-0011,20201116,1
C13521AHCRG-0011,20201117,1
C13521AHCRG-0011,20201118,1
C13521AHCRG-0011,20201119,1
C13521AHCRG-0011,20201123,1
C13521AHCRG-0011,20201124,1
C13521AHCRG-0011,20201125,1
